,PMID,First Author,Title,N,Disease,Intervention,Total Fibers [g],Fiber Type,Duration [weeks],Arms,Crossover,Country,Region,Data Availability,Metadata Availability,Filter,Notes,DOI
720,40701649,KarlJP_2025,Gut microbiota-targeted dietary supplementation with fermentable fibers and polyphenols prevents hypobaric hypoxia-induced increases in intestinal permeability,,,High Fiber,,,,,,USA,North America,Requested,,N,Data Not Available,https://doi.org/10.1152/ajpregu.00109.2025
143,30257444,KashtanovaDA_2018,Gut Microbiota in Patients with Different Metabolic Statuses: Moscow Study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/microorganisms6040098
252,32615392,KassaianN_2020,The effects of 6 mo of supplementation with probiotics and synbiotics on gut microbiota in the adults with prediabetes: A double blind randomized clinical trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.nut.2020.110854
645,39651062,KaundalS_2024,A role for diet and gut microbiota metabolites in autologous hematopoietic cell transplant recipients,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.31547/bct-2024-007
464,36876684,Kaźmierczak-SiedleckaK_2023,Microbiota-derived metabolites in colorectal cancer patients in preoperative period,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.26355/eurrev_202302_31384
41,25469393,KeimNL_2014,Dietary whole grain–microbiota interactions: insights into mechanisms for human health,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3945/an.114.006536
332,34390604,KempJA_2021,The Impact of Enriched Resistant Starch Type-2 Cookies on the Gut Microbiome in Hemodialysis Patients: A Randomized Controlled Trial,10.0,Hemodialysis,RS2,16.0,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1002/mnfr.202100374
395,35512757,KempJA_2022,Resistant Starch Type-2 Supplementation Does Not Decrease Trimethylamine N-Oxide (TMAO) Plasma Level in Hemodialysis Patients,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1080/07315724.2021.1967814
125,29669070,KerrBJ_2018,"Impact of narasin on manure composition, microbial ecology, and gas emissions from finishing pigs fed either a corn-soybean meal or a corn-soybean meal-dried distillers grains with solubles diets",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1093/jas/sky053
23,24040374,KerrKR_2013,Effects of dietary cooked navy bean on the fecal microbiome of healthy companion dogs,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1371/journal.pone.0074998
415,35807848,KeskitaloA_2022,An Infancy-Onset 20-Year Dietary Counselling Intervention and Gut Microbiota Composition in Adulthood,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu14132667
86,28249376,KhateriN_2017,"Effects of a specific blend of essential oils on apparent nutrient digestion, rumen fermentation and rumen microbial populations in sheep fed a 50:50 alfalfa hay:concentrate diet",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.5713/ajas.15.0865
113,29152318,KielerIN_2017,Gut microbiota composition may relate to weight loss rate in obese pet dogs,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1002/vms3.80
280,33369019,KiewietMBG_2021,Flexibility of Gut Microbiota in Ageing Individuals during Dietary Fiber Long-Chain Inulin Intake,15.0,NO,Inulin,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1002/mnfr.202000390
548,38380099,KimB_2024,The impact of a modified microbiota-accessible carbohydrate diet on gut microbiome and clinical symptoms in colorectal cancer patients following surgical resection,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fmicb.2024.1282932
270,33022987,KimHK_2020,Ingestion of Helianthus tuberosus at Breakfast Rather Than at Dinner Is More Effective for Suppressing Glucose Levels and Improving the Intestinal Microbiota in Older Adults,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu12103035
412,35721806,KimHY_2022,"Kimchi improves irritable bowel syndrome: results of a randomized, double-blind placebo-controlled study",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.29219/fnr.v66.8268
468,36934111,KimJE_2023,"Microbial diversity and metabolic function in duodenum, jejunum and ileum of emu (Dromaius novaehollandiae)",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/s41598-023-31684-8
126,29707542,KimJY_2018,"Effects of the Brown Seaweed Laminaria japonica Supplementation on Serum Concentrations of IgG, Triglycerides, and Cholesterol, and Intestinal Microbiota Composition in Rats",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3389/fnut.2018.00023
334,34406877,KimMC_2021,"Effects of ID-HWS1000 on the Perception of Bowel Activity and Microbiome in Subjects with Functional Constipation: A Randomized, Double-Blind Placebo-Controlled Study",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1089/jmf.2020.4746
25,24115628,KimMS_2013,Strict vegetarian diet improves the risk factors associated with metabolic diseases by modulating gut microbiota and reducing intestinal inflammation,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1111/1758-2229.12079
342,34612840,KinneyGA_2021,An Intervention With Michigan-Grown Wheat in Healthy Adult Humans to Determine Effect on Gut Microbiota: Protocol for a Crossover Trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.2196/29046
171,30827722,KjølbækL_2020,Arabinoxylan oligosaccharides and polyunsaturated fatty acid effects on gut microbiota and metabolic markers in overweight individuals with signs of metabolic syndrome: A randomized cross-over trial,,Overweight,AXOS,10.4,AXOS,4,2,YES,Denmark,North Europe,,,N,Metadata not clear,https://doi.org/10.1016/j.clnu.2019.01.012
59,26757793,KlinderA_2016,Impact of increasing fruit and vegetables and flavonoid intake on the human gut microbiota,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1039/c5fo01096a
291,33667545,KmezikC_2021,A polysaccharide utilization locus from the gut bacterium Dysgonomonas mossii encodes functionally distinct carbohydrate esterases,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.jbc.2021.100500
88,28322790,KobayashiM_2017,"Short-chain fatty acids, GPR41 and GPR43 ligands, inhibit TNF-α-induced MCP-1 expression by modulating p38 and JNK signaling pathways in human renal cortical epithelial cells",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.bbrc.2017.03.071
693,40351100,KohlKD_2025,How consistent is 'the dynamic gut'? Complex physiological responses to dietary fiber and protein across three rodent species,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1242/jeb.249797
446,36558532,KomorniakN_2022,"Association between Fecal Microbiota, SCFA, Gut Integrity Markers and Depressive Symptoms in Patients Treated in the Past with Bariatric Surgery-The Cross-Sectional Study",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu14245372
530,38068763,KomorniakN_2023,Analysis of the Efficacy of Diet and Short-Term Probiotic Intervention on Depressive Symptoms in Patients after Bariatric Surgery: A Randomized Double-Blind Placebo Controlled Pilot Study,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.3390/nu15234905
210,31832548,KooSH_2019,A pilot study to examine the association between human gut microbiota and the host's central obesity,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1002/jgh3.12184
309,34020448,KoponenKK_2021,Associations of healthy food choices with gut microbiota profiles,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1093/ajcn/nqab077
387,35340549,KordowskiA_2022,"Palatinose(TM) (Isomaltulose) and Prebiotic Inulin-Type Fructans Have Beneficial Effects on Glycemic Response and Gut Microbiota Composition in Healthy Volunteers-A Real-Life, Retrospective Study of a Cohort That Participated in a Digital Nutrition Program",113.0,NO,Inulin,10.0,Fructans,2.0,2.0,NO,Germany,Europe,PRJEB49980,YES,Y,16s,https://doi.org/10.3389/fnut.2022.829933
96,28591632,KoremT_2017,Bread Affects Clinical Parameters and Induces Gut Microbiome-Associated Personal Glycemic Responses,20.0,NO,Whole grain bread,26.1,Arabinoxylan + RS2,1.0,2.0,YES,Israel,Europe,PRJEB17643,YES,Y,Shotgun,https://doi.org/10.1016/j.cmet.2017.05.002
587,38921446,KourakiA_2024,Machine Learning Metabolomics Profiling of Dietary Interventions from a Six-Week Randomised Trial,32.0,NO,Inulin,20.0,Inulin,6.0,,,,,,,N,Data Not Available,https://doi.org/10.3390/metabo14060311
55,26552345,Kovatcheva-DatcharyP_2015,Dietary Fiber-Induced Improvement in Glucose Metabolism Is Associated with Increased Abundance of Prevotella,39.0,NO,Barley bread,,,0.428571428571429,1.0,NO,,,NO,,N,Data Not Available,https://doi.org/10.1016/j.cmet.2015.10.001
176,30917328,Kovatcheva-DatcharyP_2019,Simplified Intestinal Microbiota to Study Microbe-Diet-Host Interactions in a Mouse Model,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.celrep.2019.02.090
228,32153925,LaatikainenR_2019,Randomised clinical trial: effect of low-FODMAP rye bread versus regular rye bread on the intestinal microbiota of irritable bowel syndrome patients: association with individual symptom variation,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1186/s40795-019-0278-7
177,30924310,LaffinMR_2019,Amylose resistant starch (HAM-RS2) supplementation increases the proportion of Faecalibacterium bacteria in end-stage renal disease patients: Microbial analysis from a randomized placebo-controlled trial,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1111/hdi.12753
160,30574746,LaghiL_2018,Impact of treatments on fecal microbiota and fecal metabolome in symptomatic uncomplicated diverticular disease of the colon: a pilot study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/
479,37078654,LaiH_2023,Effects of dietary fibers or probiotics on functional constipation symptoms and roles of gut microbiota: a double-blinded randomized placebo trial,50.0,NO,Polydextrose + Oligosaccharides,4.0,,4.0,,,,,,,N,Data Not Available,https://doi.org/10.1080/19490976.2023.2197837
642,39551356,LalliMK_2025,Associations between dietary fibers and gut microbiome composition in the EDIA longitudinal infant cohort,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.ajcnut.2024.11.011
218,32001127,LambertK_2020,Safety and Efficacy of Using Nuts to Improve Bowel Health in Hemodialysis Patients,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1053/j.jrn.2019.10.002
36,25231382,LamichhaneS_2014,Impact of dietary polydextrose fiber on the human gut metabolome,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1021/jf5031218
186,31175806,LampeJW_2019,Colonic mucosal and exfoliome transcriptomic profiling and fecal microbiome response to a flaxseed lignan extract intervention in humans,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1093/ajcn/nqy325
394,35483363,LancasterSM_2022,"Global, distinctive, and personal changes in molecular and microbial profiles by specific fibers in humans",18.0,NO,10g -> 20g -> 30g fibers,,,9.0,1.0,NO,,,Requested,NO,N,Data Not Available,https://doi.org/10.1016/j.chom.2022.03.036
17,23514765,LappiJ_2013,Intake of whole-grain and fiber-rich rye bread versus refined wheat bread does not differentiate intestinal microbiota composition in Finnish adults with metabolic syndrome,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.3945/jn.112.172668
466,36913444,LarkeJA_2023,Dietary Intake of Monosaccharides from Foods is Associated with Characteristics of the Gut Microbiota and Gastrointestinal Inflammation in Healthy US Adults,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.tjnut.2022.12.008
40,25417646,LarraufieP_2015,Functional metagenomics to decipher food-microbe-host crosstalk,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1017/S0029665114001566
660,39798223,LarssonSC_2025,Meat intake in relation to composition and function of gut microbiota,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.clnu.2024.12.034
362,35042457,LatinoC_2022,Does a high dietary intake of resistant starch affect glycaemic control and alter the gut microbiome in women with gestational diabetes? A randomised control trial protocol,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1186/s12884-021-04366-4
516,37836532,LauwS_2023,Effects of Synbiotic Supplementation on Metabolic Syndrome Traits and Gut Microbial Profile among Overweight and Obese Hong Kong Chinese Individuals: A Randomized Trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu15194248
485,37118978,LeeDPS_2023,Regular Consumption of Biovalorized Okara-Containing Biscuit Improves Circulating Short-Chain Fatty Acids and Fecal Bile Acids Concentrations by Modulating the Gut Microbiome: A Randomized Controlled Crossover Trial,15.0,NO,Okara,,,,,,,,,,N,Data Not Available,https://doi.org/10.1002/mnfr.202200756
364,35056536,LeeS_2021,Intake of MPRO3 over 4 Weeks Reduces Glucose Levels and Improves Gastrointestinal Health and Metabolism,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/microorganisms10010088
188,31237126,LeeSE_2019,"Additional Effect of Dietary Fiber in Patients with Type 2 Diabetes Mellitus Using Metformin and Sulfonylurea: An Open-Label, Pilot Trial",,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.4093/dmj.2018.0090
503,37495367,LeeSH_2023,Gut microbiota composition and metabolite profiling in smokers: a comparative study between emphysema and asymptomatic individuals with therapeutic implications,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1136/thorax-2021-217923
417,35856563,LesniakNA_2022,The Gut Bacterial Community Potentiates Clostridioides difficile Infection Severity,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1128/mbio.01183-22
669,39886920,LetchumananG_2025,Ethnicity-matched case-control study reveals significant gut microbiota differences in Malaysian adults with type 2 diabetes,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1099/jmm.0.001963
537,38188664,LETM_2024,Heterogeneity of gut microbiome compositions in the third decade of life in Japanese women: insights from a comparative analysis,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.12938/bmfh.2023-043
591,38982571,LetourneauJ_2024,"Weight, habitual fibre intake, and microbiome composition predict tolerance to fructan supplementation",19.0,NO,Inulin,18.0,,1.0,1.0,NO,,,,,N,Excluded Cohort Type,https://doi.org/10.1080/09637486.2024.2372590
286,33515740,LeyrolleQ_2021,"Prebiotic effect on mood in obese patients is determined by the initial gut microbiota composition: A randomized, controlled trial",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.bbi.2021.01.014
702,40463802,LiangD_2025,"Dietary supplementation with soluble corn fiber improved fecal score, microbiota, and SCFAs in dogs",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3389/fvets.2025.1599213
281,33387350,LiangZ_2021,Gut microbiota alterations reveal potential gut-brain axis changes in polycystic ovary syndrome,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s40618-020-01481-5
178,30925749,LiebischG_2019,Quantification of Fecal Short Chain Fatty Acids by Liquid Chromatography Tandem Mass Spectrometry-Investigation of Pre-Analytic Stability,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/biom9040121
581,38880174,LiedikeB_2024,Evaluating the Effects of Corn Flour Product Consumption on Cardiometabolic Outcomes and the Gut Microbiota in Adults with Elevated Cholesterol: A Randomized Crossover,36.0,Hypercholesterolemia,Corn flour,48.0,,4.0,3.0,YES,,,,,N,Data Not Available,https://doi.org/10.1016/j.tjnut.2024.06.003
665,39855197,LiF_2025,Cardiometabolic benefits of a non-industrialized-type diet are linked to gut microbiome modulation,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.cell.2024.12.034
551,38409604,LiH_2024,Resistant starch intake facilitates weight loss in humans by reshaping the gut microbiota,37.0,Overweight,Maize resistant starch vs cornstarch,,,12.0,2.0,NO,,,PRJNA414688,NO,N,Metadata not clear,https://doi.org/10.1038/s42255-024-00988-y
